"posteam","defteam","play_type","yards_gained","air_yards","yards_after_catch","down","big_play"
"CIN","CLE","no_play",0,NA,NA,2,"No"
"CIN","CLE","run",5,NA,NA,2,"No"
"CIN","CLE","run",1,NA,NA,3,"No"
"CIN","CLE","pass",0,-4,NA,1,"No"
"CIN","CLE","run",6,NA,NA,2,"No"
"CIN","CLE","pass",13,11,2,3,"No"
"CIN","CLE","no_play",0,NA,NA,1,"No"
"CIN","CLE","pass",7,3,4,1,"No"
"CIN","CLE","pass",6,4,2,2,"No"
"CIN","CLE","run",5,NA,NA,3,"No"
"CIN","CLE","run",8,NA,NA,1,"No"
"CIN","CLE","run",5,NA,NA,2,"No"
"CIN","CLE","extra_point",0,NA,NA,NA,"No"
"CLE","CIN","kickoff",0,NA,NA,NA,"No"
"CLE","CIN","run",5,NA,NA,1,"No"
"CLE","CIN","pass",5,5,0,2,"No"
"CLE","CIN","pass",5,-4,9,1,"No"
"CLE","CIN","run",2,NA,NA,2,"No"
"CLE","CIN","run",2,NA,NA,3,"No"
"CLE","CIN","run",2,NA,NA,4,"No"
"CLE","CIN","no_play",0,NA,NA,1,"No"
"CLE","CIN","pass",7,7,0,1,"No"
"CLE","CIN","run",0,NA,NA,2,"No"
"CLE","CIN","no_play",0,NA,NA,3,"No"
"CLE","CIN","no_play",0,NA,NA,1,"No"
"CLE","CIN","pass",7,3,4,1,"No"
"CLE","CIN","pass",4,2,2,2,"No"
"CLE","CIN","no_play",0,NA,NA,3,"No"
"CLE","CIN","run",3,NA,NA,1,"No"
"CLE","CIN",NA,NA,NA,NA,NA,NA
"CLE","CIN","pass",12,-6,18,2,"No"
"CLE","CIN","run",2,NA,NA,1,"No"
"CLE","CIN","run",1,NA,NA,2,"No"
"CLE","CIN","run",0,NA,NA,3,"No"
"CLE","CIN","run",1,NA,NA,4,"No"
"CLE","CIN","extra_point",0,NA,NA,NA,"No"
"CIN","CLE","kickoff",0,NA,NA,NA,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","run",1,NA,NA,1,"No"
"CIN","CLE","pass",1,-5,6,2,"No"
"CIN","CLE","pass",14,14,0,3,"No"
"CIN","CLE","pass",1,-2,3,1,"No"
"CIN","CLE","pass",0,37,NA,2,"No"
"CIN","CLE","run",2,NA,NA,3,"No"
"CIN","CLE","punt",0,NA,NA,4,"No"
"CLE","CIN","run",2,NA,NA,1,"No"
"CLE","CIN","pass",0,-2,NA,2,"No"
"CLE","CIN","pass",0,-2,NA,3,"No"
"CLE","CIN","punt",0,NA,NA,4,"No"
"CIN","CLE","run",3,NA,NA,1,"No"
"CIN","CLE","pass",20,9,11,2,"Yes"
"CIN","CLE","run",6,NA,NA,1,"No"
"CIN","CLE","run",2,NA,NA,2,"No"
"CIN","CLE","pass",5,4,1,3,"No"
"CIN","CLE","no_play",0,NA,NA,1,"No"
"CIN","CLE","pass",0,3,NA,1,"No"
"CIN","CLE","run",2,NA,NA,2,"No"
"CIN","CLE","pass",1,1,0,3,"No"
"CIN","CLE","extra_point",0,NA,NA,NA,"No"
"CLE","CIN","kickoff",0,NA,NA,NA,"No"
"CLE","CIN","pass",0,13,NA,1,"No"
"CLE","CIN","pass",17,6,11,2,"No"
"CLE","CIN","run",-1,NA,NA,1,"No"
"CLE","CIN","pass",19,19,0,2,"No"
"CLE","CIN","pass",0,2,NA,1,"No"
"CLE","CIN","pass",9,2,7,2,"No"
"CLE","CIN","run",2,NA,NA,3,"No"
"CLE","CIN","run",3,NA,NA,1,"No"
"CLE","CIN","pass",2,2,0,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CLE","CIN","pass",0,17,NA,3,"No"
"CLE","CIN","field_goal",0,NA,NA,4,"No"
"CIN","CLE","kickoff",0,NA,NA,NA,"No"
"CIN","CLE","pass",8,3,5,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","run",1,NA,NA,2,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"CLE","CIN","kickoff",0,NA,NA,NA,"No"
"CLE","CIN","pass",7,-4,11,1,"No"
"CLE","CIN","run",0,NA,NA,2,"No"
"CLE","CIN","pass",18,10,8,3,"No"
"CLE","CIN","no_play",0,NA,NA,1,"No"
"CLE","CIN","pass",11,3,8,1,"No"
"CLE","CIN","pass",0,18,NA,2,"No"
"CLE","CIN","pass",13,13,0,3,"No"
"CLE","CIN","run",0,NA,NA,1,"No"
"CLE","CIN","no_play",0,NA,NA,2,"No"
"CLE","CIN","pass",14,4,10,2,"No"
"CLE","CIN","pass",5,-6,11,3,"No"
"CLE","CIN","pass",0,16,NA,1,"No"
"CLE","CIN","pass",7,-6,13,2,"No"
"CLE","CIN","run",4,NA,NA,3,"No"
"CLE","CIN","pass",5,5,0,1,"No"
"CLE","CIN","extra_point",0,NA,NA,NA,"No"
"CIN","CLE","kickoff",0,NA,NA,NA,"No"
"CIN","CLE","pass",5,1,4,1,"No"
"CIN","CLE","run",3,NA,NA,2,"No"
"CIN","CLE","pass",0,30,NA,3,"No"
"CIN","CLE","punt",0,NA,NA,4,"No"
"CLE","CIN","pass",-6,NA,NA,1,"No"
"CLE","CIN","pass",0,17,NA,2,"No"
"CIN","CLE","run",1,NA,NA,1,"No"
"CIN","CLE","pass",0,2,NA,2,"No"
"CIN","CLE","pass",10,10,0,3,"No"
"CIN","CLE","run",6,NA,NA,1,"No"
"CIN","CLE","pass",0,9,NA,2,"No"
"CIN","CLE","pass",0,2,NA,3,"No"
"CIN","CLE","field_goal",0,NA,NA,4,"No"
"CLE","CIN","kickoff",0,NA,NA,NA,"No"
"CLE","CIN","run",4,NA,NA,1,"No"
"CLE","CIN","pass",2,-6,8,2,"No"
"CLE","CIN","pass",25,13,12,3,"Yes"
"CLE","CIN","run",1,NA,NA,1,"No"
"CLE","CIN",NA,NA,NA,NA,NA,NA
"CLE","CIN","run",4,NA,NA,2,"No"
"CLE","CIN","pass",0,12,NA,3,"No"
"CLE","CIN","pass",0,6,NA,4,"No"
"CIN","CLE","run",1,NA,NA,1,"No"
"CIN","CLE","pass",0,18,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","pass",0,8,NA,3,"No"
"CIN","CLE","punt",0,NA,NA,4,"No"
"CLE","CIN","pass",8,-3,11,1,"No"
"CLE","CIN","run",5,NA,NA,2,"No"
"CLE","CIN","pass",22,13,9,1,"Yes"
"CLE","CIN","pass",-3,-5,2,1,"No"
"CLE","CIN","pass",6,5,1,2,"No"
"CLE","CIN","pass",0,0,0,3,"No"
"CLE","CIN","punt",0,NA,NA,4,"No"
"CIN","CLE","pass",-6,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","pass",-5,NA,NA,2,"No"
"CIN","CLE","pass",-7,NA,NA,3,"No"
"CIN","CLE","punt",0,NA,NA,4,"No"
"CLE","CIN","run",3,NA,NA,1,"No"
"CLE","CIN","pass",0,18,NA,2,"No"
"CLE","CIN","pass",13,8,5,3,"No"
"CLE","CIN","pass",0,9,NA,1,"No"
"CLE","CIN","run",4,NA,NA,2,"No"
"CLE","CIN","pass",9,9,0,3,"No"
"CLE","CIN","run",0,NA,NA,1,"No"
"CLE","CIN","pass",1,-3,4,2,"No"
"CLE","CIN","pass",-6,NA,NA,3,"No"
"CLE","CIN","field_goal",0,NA,NA,4,"No"
"CIN","CLE","run",-1,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","pass",10,10,0,2,"No"
"CIN","CLE","run",0,NA,NA,3,"No"
"CIN","CLE","no_play",0,NA,NA,4,"No"
"CIN","CLE","punt",0,NA,NA,4,"No"
"CLE","CIN","pass",9,5,4,1,"No"
"CLE","CIN","pass",0,5,NA,2,"No"
"CIN","CLE","run",-2,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","no_play",0,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","run",-5,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CIN","CLE","run",-3,NA,NA,3,"No"
"CIN","CLE","no_play",0,NA,NA,4,"No"
"CIN","CLE","punt",0,NA,NA,4,"No"
"CLE","CIN","pass",0,27,NA,1,"No"
"CLE","CIN","pass",6,6,0,2,"No"
"CLE","CIN","no_play",0,NA,NA,3,"No"
"CLE","CIN","pass",25,20,5,3,"Yes"
"CLE","CIN",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"DAL","PHI","kickoff",0,NA,NA,NA,"No"
"DAL","PHI","run",7,NA,NA,1,"No"
"DAL","PHI","run",4,NA,NA,2,"No"
"DAL","PHI","pass",6,5,1,1,"No"
"DAL","PHI","run",3,NA,NA,2,"No"
"DAL","PHI","pass",32,26,6,3,"Yes"
"DAL","PHI","no_play",0,NA,NA,1,"No"
"DAL","PHI","run",1,NA,NA,1,"No"
"DAL","PHI","extra_point",0,NA,NA,NA,"No"
"PHI","DAL","kickoff",0,NA,NA,NA,"No"
"PHI","DAL","pass",8,5,3,1,"No"
"PHI","DAL","run",3,NA,NA,2,"No"
"PHI","DAL","run",7,NA,NA,1,"No"
"PHI","DAL","run",16,NA,NA,2,"No"
"PHI","DAL","pass",6,5,1,1,"No"
"PHI","DAL","run",5,NA,NA,2,"No"
"PHI","DAL","run",20,NA,NA,1,"Yes"
"PHI","DAL","run",2,NA,NA,1,"No"
"PHI","DAL","run",-1,NA,NA,2,"No"
"PHI","DAL","run",4,NA,NA,3,"No"
"PHI","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","PHI","kickoff",0,NA,NA,NA,"No"
"DAL","PHI","run",3,NA,NA,1,"No"
"DAL","PHI","pass",18,13,5,2,"No"
"DAL","PHI","run",5,NA,NA,1,"No"
"DAL","PHI","run",3,NA,NA,2,"No"
"DAL","PHI","pass",26,15,11,3,"Yes"
"DAL","PHI","no_play",0,NA,NA,1,"No"
"DAL","PHI","pass",-3,-5,2,1,"No"
"DAL","PHI","no_play",0,NA,NA,2,"No"
"DAL","PHI","pass",0,12,NA,1,"No"
"DAL","PHI","run",11,NA,NA,2,"No"
"DAL","PHI",NA,NA,NA,NA,NA,NA
"DAL","PHI","run",1,NA,NA,1,"No"
"DAL","PHI","extra_point",0,NA,NA,NA,"No"
"PHI","DAL","kickoff",0,NA,NA,NA,"No"
"PHI","DAL","run",6,NA,NA,1,"No"
"PHI","DAL","pass",6,4,2,2,"No"
"PHI","DAL","run",4,NA,NA,1,"No"
"PHI","DAL","pass",3,3,0,2,"No"
"PHI","DAL","pass",7,7,0,3,"No"
"PHI","DAL","pass",1,0,1,1,"No"
"PHI","DAL","run",9,NA,NA,2,"No"
"PHI","DAL","run",4,NA,NA,1,"No"
"PHI","DAL","run",1,NA,NA,2,"No"
"PHI","DAL","run",15,NA,NA,3,"No"
"PHI","DAL","run",1,NA,NA,1,"No"
"PHI","DAL","run",8,NA,NA,2,"No"
"PHI","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","PHI","kickoff",0,NA,NA,NA,"No"
"DAL","PHI","pass",3,-1,4,1,"No"
"DAL","PHI","pass",16,9,7,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","PHI","run",0,NA,NA,1,"No"
"DAL","PHI","run",3,NA,NA,1,"No"
"DAL","PHI","run",5,NA,NA,2,"No"
"DAL","PHI","run",4,NA,NA,3,"No"
"DAL","PHI","pass",0,8,NA,1,"No"
"DAL","PHI","pass",0,7,NA,2,"No"
"DAL","PHI","pass",0,23,NA,3,"No"
"DAL","PHI","field_goal",0,NA,NA,4,"No"
"PHI","DAL","kickoff",0,NA,NA,NA,"No"
"PHI","DAL","run",4,NA,NA,1,"No"
"PHI","DAL","pass",0,12,NA,2,"No"
"PHI","DAL","pass",51,41,10,3,"Yes"
"PHI","DAL","pass",0,-2,NA,1,"No"
"PHI","DAL","pass",8,-4,12,2,"No"
"PHI","DAL","pass",3,3,0,3,"No"
"PHI","DAL","run",5,NA,NA,1,"No"
"PHI","DAL","run",10,NA,NA,2,"No"
"PHI","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","PHI","kickoff",0,NA,NA,NA,"No"
"DAL","PHI","no_play",0,NA,NA,1,"No"
"DAL","PHI","pass",5,2,3,1,"No"
"DAL","PHI","pass",5,4,1,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","PHI","pass",0,-3,3,2,"No"
"DAL","PHI","pass",9,9,0,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","PHI","pass",10,6,4,1,"No"
"DAL","PHI","qb_spike",0,-2,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","PHI","field_goal",0,NA,NA,2,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"PHI","DAL","kickoff",0,NA,NA,NA,"No"
"PHI","DAL","pass",5,3,2,1,"No"
"PHI","DAL","pass",6,2,4,2,"No"
"PHI","DAL","pass",3,3,0,1,"No"
"PHI","DAL","run",12,NA,NA,2,"No"
"PHI","DAL","run",9,NA,NA,1,"No"
"PHI","DAL","run",1,NA,NA,2,"No"
"PHI","DAL","run",0,NA,NA,1,"No"
"PHI","DAL","pass",-8,NA,NA,2,"No"
"PHI","DAL","pass",4,4,0,3,"No"
"PHI","DAL","field_goal",0,NA,NA,4,"No"
"DAL","PHI","kickoff",0,NA,NA,NA,"No"
"DAL","PHI","run",6,NA,NA,1,"No"
"DAL","PHI","run",3,NA,NA,2,"No"
"DAL","PHI","run",2,NA,NA,3,"No"
"DAL","PHI","pass",0,26,NA,1,"No"
"DAL","PHI","run",49,NA,NA,2,"Yes"
"DAL","PHI","run",3,NA,NA,1,"No"
"DAL","PHI","pass",0,20,NA,1,"No"
"DAL","PHI","pass",0,-1,NA,2,"No"
"DAL","PHI","no_play",0,NA,NA,3,"No"
"DAL","PHI","run",1,NA,NA,1,"No"
"PHI","DAL",NA,NA,NA,NA,NA,NA
"PHI","DAL",NA,NA,NA,NA,NA,NA
"PHI","DAL","run",-1,NA,NA,1,"No"
"PHI","DAL","pass",0,0,NA,2,"No"
"PHI","DAL","run",8,NA,NA,3,"No"
"PHI","DAL","punt",0,NA,NA,4,"No"
"DAL","PHI","run",4,NA,NA,1,"No"
"DAL","PHI","pass",5,5,0,2,"No"
"DAL","PHI","pass",14,5,9,3,"No"
"DAL","PHI","run",3,NA,NA,1,"No"
"DAL","PHI","pass",-3,-8,5,2,"No"
"DAL","PHI",NA,NA,NA,NA,NA,NA
"DAL","PHI","pass",0,15,NA,3,"No"
"DAL","PHI","punt",0,NA,NA,4,"No"
"PHI","DAL","pass",8,2,6,1,"No"
"PHI","DAL","run",1,NA,NA,2,"No"
"PHI","DAL","run",1,NA,NA,3,"No"
"PHI","DAL","no_play",0,NA,NA,1,"No"
"PHI","DAL","run",4,NA,NA,1,"No"
"PHI","DAL","run",0,NA,NA,2,"No"
"PHI","DAL","run",1,NA,NA,3,"No"
"PHI","DAL","pass",7,-3,10,1,"No"
"PHI","DAL","pass",5,-4,9,2,"No"
"PHI","DAL","run",-4,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"PHI","DAL","pass",0,11,NA,2,"No"
"PHI","DAL","pass",9,9,0,3,"No"
"PHI","DAL","no_play",0,NA,NA,4,"No"
"PHI","DAL","punt",0,NA,NA,4,"No"
"DAL","PHI","pass",13,9,4,1,"No"
"DAL","PHI","run",-2,NA,NA,1,"No"
"DAL","PHI","pass",2,-2,4,2,"No"
"DAL","PHI","pass",3,0,3,3,"No"
"DAL","PHI","punt",0,NA,NA,4,"No"
"PHI","DAL","run",0,NA,NA,1,"No"
"PHI","DAL","run",3,NA,NA,2,"No"
"PHI","DAL","pass",4,3,1,3,"No"
"PHI","DAL","punt",0,NA,NA,4,"No"
"DAL","PHI","pass",5,5,0,1,"No"
"DAL","PHI","pass",0,17,NA,2,"No"
"DAL","PHI","pass",15,15,0,3,"No"
"DAL","PHI","pass",0,39,NA,1,"No"
"DAL","PHI","pass",0,22,NA,2,"No"
"DAL","PHI","pass",7,4,3,3,"No"
"DAL","PHI","pass",0,30,NA,4,"No"
"PHI","DAL","run",-1,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"PHI","DAL","pass",8,8,0,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"PHI","DAL","run",4,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"PHI","DAL","qb_kneel",-1,NA,NA,1,"No"
"PHI","DAL","qb_kneel",-1,NA,NA,2,"No"
"PHI","DAL","qb_kneel",-1,NA,NA,3,"No"
"PHI","DAL",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"GB","DET","kickoff",0,NA,NA,NA,"No"
"GB","DET","run",1,NA,NA,1,"No"
"GB","DET","pass",20,18,2,2,"Yes"
"GB","DET","run",0,NA,NA,1,"No"
"GB","DET","pass",0,31,NA,2,"No"
"GB","DET","pass",16,13,3,3,"No"
"GB","DET","run",2,NA,NA,1,"No"
"GB","DET","pass",2,2,0,2,"No"
"GB","DET","pass",11,10,1,3,"No"
"GB","DET","run",0,NA,NA,1,"No"
"GB","DET","pass",1,-3,4,1,"No"
"GB","DET","pass",0,13,NA,2,"No"
"GB","DET","pass",15,15,0,3,"No"
"GB","DET","extra_point",0,NA,NA,NA,"No"
"DET","GB","kickoff",0,NA,NA,NA,"No"
"DET","GB","run",1,NA,NA,1,"No"
"DET","GB","pass",2,-6,8,2,"No"
"DET","GB","pass",-2,-2,0,3,"No"
"DET","GB","no_play",0,NA,NA,4,"No"
"DET","GB","punt",0,NA,NA,4,"No"
"GB","DET","pass",0,10,NA,1,"No"
"GB","DET","run",3,NA,NA,2,"No"
"GB","DET","pass",26,20,6,3,"Yes"
"GB","DET","run",5,NA,NA,1,"No"
"GB","DET","pass",2,2,0,2,"No"
"GB","DET","pass",0,16,NA,3,"No"
"GB","DET","field_goal",0,NA,NA,4,"No"
"DET","GB","kickoff",0,NA,NA,NA,"No"
"DET","GB","no_play",0,NA,NA,1,"No"
"DET","GB","run",14,NA,NA,1,"No"
"DET","GB","run",5,NA,NA,2,"No"
"DET","GB","pass",-2,-6,4,1,"No"
"DET","GB","pass",19,19,0,2,"No"
"DET","GB","run",5,NA,NA,1,"No"
"DET","GB","run",4,NA,NA,2,"No"
"DET","GB",NA,NA,NA,NA,NA,NA
"DET","GB","run",2,NA,NA,3,"No"
"DET","GB","run",-1,NA,NA,1,"No"
"DET","GB","pass",4,-2,6,2,"No"
"DET","GB","run",3,NA,NA,1,"No"
"DET","GB","run",2,NA,NA,2,"No"
"DET","GB","pass",8,5,3,3,"No"
"DET","GB","pass",5,-3,8,1,"No"
"DET","GB","run",0,NA,NA,2,"No"
"DET","GB","pass",0,3,NA,3,"No"
"DET","GB","field_goal",0,NA,NA,4,"No"
"GB","DET","kickoff",0,NA,NA,NA,"No"
"GB","DET","pass",48,45,3,1,"Yes"
"GB","DET","pass",17,17,0,1,"No"
"GB","DET","extra_point",0,NA,NA,NA,"No"
"DET","GB","kickoff",0,NA,NA,NA,"No"
"DET","GB","pass",6,4,2,1,"No"
"DET","GB","run",3,NA,NA,2,"No"
"DET","GB","pass",7,2,5,3,"No"
"DET","GB","run",6,NA,NA,1,"No"
"DET","GB","run",2,NA,NA,2,"No"
"DET","GB","pass",9,6,3,3,"No"
"DET","GB","run",0,NA,NA,1,"No"
"DET","GB","pass",4,-5,9,2,"No"
"DET","GB","pass",4,4,0,3,"No"
"DET","GB","pass",11,4,7,4,"No"
"DET","GB","pass",0,-1,NA,1,"No"
"DET","GB","run",3,NA,NA,2,"No"
"DET","GB","pass",0,3,NA,3,"No"
"GB","DET","pass",5,0,5,1,"No"
"GB","DET","pass",4,1,3,2,"No"
"GB","DET","run",0,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"GB","DET","punt",0,NA,NA,4,"No"
"DET","GB","qb_kneel",-1,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"DET","GB","kickoff",0,NA,NA,NA,"No"
"DET","GB","pass",5,0,5,1,"No"
"DET","GB","pass",32,14,18,2,"Yes"
"DET","GB","pass",1,0,1,1,"No"
"DET","GB","run",4,NA,NA,2,"No"
"DET","GB","pass",16,11,5,3,"No"
"DET","GB","pass",0,10,NA,1,"No"
"DET","GB","run",-6,NA,NA,2,"No"
"DET","GB","pass",7,4,3,3,"No"
"DET","GB","field_goal",0,NA,NA,4,"No"
"GB","DET","kickoff",0,NA,NA,NA,"No"
"GB","DET","run",6,NA,NA,1,"No"
"GB","DET","run",3,NA,NA,2,"No"
"GB","DET","run",-1,NA,NA,3,"No"
"GB","DET","punt",0,NA,NA,4,"No"
"DET","GB","pass",4,3,1,1,"No"
"DET","GB","pass",9,-4,13,2,"No"
"DET","GB","pass",3,3,0,1,"No"
"DET","GB","run",1,NA,NA,2,"No"
"DET","GB","pass",-6,NA,NA,3,"No"
"DET","GB","punt",0,NA,NA,4,"No"
"GB","DET","pass",14,14,0,1,"No"
"GB","DET","pass",4,1,3,1,"No"
"GB","DET","pass",0,5,NA,2,"No"
"GB","DET","no_play",0,NA,NA,3,"No"
"GB","DET","pass",1,0,1,1,"No"
"GB","DET","run",10,NA,NA,2,"No"
"GB","DET","run",4,NA,NA,1,"No"
"GB","DET","run",1,NA,NA,2,"No"
"GB","DET","pass",0,29,NA,3,"No"
"GB","DET","punt",0,NA,NA,4,"No"
"DET","GB",NA,NA,NA,NA,NA,NA
"DET","GB","pass",-7,NA,NA,1,"No"
"DET","GB","run",1,NA,NA,2,"No"
"DET","GB","run",-1,NA,NA,3,"No"
"DET","GB","no_play",0,NA,NA,4,"No"
"DET","GB","punt",0,NA,NA,4,"No"
"GB","DET","pass",2,-6,8,1,"No"
"GB","DET","run",15,NA,NA,2,"No"
"GB","DET","run",6,NA,NA,1,"No"
"GB","DET","run",3,NA,NA,2,"No"
"GB","DET","run",0,NA,NA,3,"No"
"GB","DET","run",2,NA,NA,4,"No"
"GB","DET","run",5,NA,NA,1,"No"
"GB","DET","run",3,NA,NA,2,"No"
"GB","DET","extra_point",0,NA,NA,NA,"No"
"DET","GB","kickoff",0,NA,NA,NA,"No"
"DET","GB","pass",7,4,3,1,"No"
"DET","GB","pass",1,1,0,2,"No"
"DET","GB","pass",0,10,NA,3,"No"
"DET","GB","pass",-8,NA,NA,4,"No"
"GB","DET","run",6,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"GB","DET","run",2,NA,NA,2,"No"
"GB","DET","run",-1,NA,NA,3,"No"
"GB","DET","field_goal",0,NA,NA,4,"No"
"DET","GB","kickoff",0,NA,NA,NA,"No"
"DET","GB","pass",0,23,NA,1,"No"
"DET","GB","pass",-4,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DET","GB","pass",9,4,5,3,"No"
"DET","GB","pass",5,5,0,4,"No"
"DET","GB","no_play",0,NA,NA,1,"No"
"DET","GB","pass",9,10,-1,1,"No"
"DET","GB","pass",7,5,2,1,"No"
"DET","GB","pass",4,4,0,2,"No"
"DET","GB","run",-1,NA,NA,1,"No"
"DET","GB","pass",11,2,9,2,"No"
"DET","GB","pass",0,1,NA,1,"No"
"DET","GB","pass",0,10,NA,2,"No"
"DET","GB","pass",7,5,2,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DET","GB","pass",13,13,0,4,"No"
"DET","GB","extra_point",0,NA,NA,NA,"No"
"GB","DET","kickoff",0,NA,NA,NA,"No"
"GB","DET","run",4,NA,NA,1,"No"
"GB","DET","qb_kneel",-1,NA,NA,2,"No"
"GB","DET",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"HOU","LA","kickoff",0,NA,NA,NA,"No"
"HOU","LA","no_play",0,NA,NA,1,"No"
"HOU","LA","run",3,NA,NA,1,"No"
"HOU","LA","pass",0,17,NA,2,"No"
"HOU","LA","no_play",0,NA,NA,3,"No"
"HOU","LA","run",7,NA,NA,3,"No"
"HOU","LA","punt",0,NA,NA,4,"No"
"LA","HOU","pass",4,4,0,1,"No"
"LA","HOU","run",4,NA,NA,2,"No"
"LA","HOU","pass",3,3,0,3,"No"
"LA","HOU","pass",3,-4,7,1,"No"
"LA","HOU","pass",0,-8,NA,2,"No"
"LA","HOU","pass",10,10,0,3,"No"
"LA","HOU","run",0,NA,NA,1,"No"
"LA","HOU","run",1,NA,NA,2,"No"
"LA","HOU","pass",0,11,NA,3,"No"
"LA","HOU","punt",0,NA,NA,4,"No"
"HOU","LA","run",0,NA,NA,1,"No"
"HOU","LA","pass",5,5,0,2,"No"
"HOU","LA","run",6,NA,NA,3,"No"
"HOU","LA","run",2,NA,NA,1,"No"
"HOU","LA","pass",11,11,0,2,"No"
"HOU","LA","pass",23,21,2,1,"Yes"
"HOU","LA","run",3,NA,NA,1,"No"
"HOU","LA","pass",0,5,NA,2,"No"
"HOU","LA","pass",9,9,0,3,"No"
"HOU","LA","pass",1,1,0,1,"No"
"HOU","LA","run",2,NA,NA,2,"No"
"HOU","LA","pass",0,14,NA,3,"No"
"HOU","LA","field_goal",0,NA,NA,4,"No"
"LA","HOU","kickoff",0,NA,NA,NA,"No"
"LA","HOU","pass",0,3,NA,1,"No"
"LA","HOU","run",3,NA,NA,2,"No"
"LA","HOU","pass",9,5,4,3,"No"
"LA","HOU",NA,NA,NA,NA,NA,NA
"LA","HOU","pass",1,0,1,1,"No"
"LA","HOU","run",7,NA,NA,2,"No"
"LA","HOU","no_play",0,NA,NA,3,"No"
"LA","HOU","pass",0,-3,NA,3,"No"
"LA","HOU","punt",0,NA,NA,4,"No"
"HOU","LA","pass",7,-3,10,1,"No"
"HOU","LA","pass",-13,NA,NA,2,"No"
"HOU","LA","pass",7,-4,11,3,"No"
"HOU","LA","punt",0,NA,NA,4,"No"
"LA","HOU","pass",0,6,NA,1,"No"
"LA","HOU","pass",0,14,NA,2,"No"
"LA","HOU","run",0,NA,NA,3,"No"
"LA","HOU","punt",0,NA,NA,4,"No"
"HOU","LA","run",5,NA,NA,1,"No"
"HOU","LA","run",13,NA,NA,2,"No"
"HOU","LA","run",3,NA,NA,1,"No"
"HOU","LA","run",4,NA,NA,2,"No"
"HOU","LA","run",2,NA,NA,3,"No"
"HOU","LA","run",2,NA,NA,4,"No"
"HOU","LA","pass",0,3,NA,1,"No"
"HOU","LA","run",2,NA,NA,2,"No"
"HOU","LA","pass",-12,NA,NA,3,"No"
"HOU","LA","field_goal",0,NA,NA,4,"No"
"LA","HOU","kickoff",0,NA,NA,NA,"No"
"LA","HOU","run",5,NA,NA,1,"No"
"LA","HOU","pass",19,18,1,2,"No"
"LA","HOU","run",1,NA,NA,1,"No"
"LA","HOU","run",9,NA,NA,2,"No"
"LA","HOU","pass",24,21,3,1,"Yes"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LA","HOU","run",5,NA,NA,1,"No"
"LA","HOU","run",1,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LA","HOU","run",0,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LA","HOU","run",1,NA,NA,4,"No"
"LA","HOU","extra_point",0,NA,NA,NA,"No"
"HOU","LA","kickoff",0,NA,NA,NA,"No"
"HOU","LA","run",5,NA,NA,1,"No"
"HOU","LA","pass",23,22,1,2,"Yes"
"HOU","LA","no_play",0,NA,NA,1,"No"
"HOU","LA","no_play",0,NA,NA,1,"No"
"HOU","LA","pass",0,6,NA,1,"No"
"HOU","LA","run",14,NA,NA,2,"No"
